Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Welzel C., Delhey J.","Generalizing Trust: The Benign Force of Emancipation",2015,"Journal of Cross-Cultural Psychology","46","7",,"875","896",,4,10.1177/0022022115588366,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936766483&doi=10.1177%2f0022022115588366&partnerID=40&md5=acbf4a07906750e5b59f41c0ebf9b4c4","Leuphana University Lueneburg, Germany; National Research University – Higher School of Economics, Moscow, Russian Federation; St. Petersburg, Russian Federation; Otto-von-Guericke University Magdeburg, Germany","Welzel, C., Leuphana University Lueneburg, Germany, National Research University – Higher School of Economics, Moscow, Russian Federation, St. Petersburg, Russian Federation; Delhey, J., Otto-von-Guericke University Magdeburg, Germany","Trust in people is general insofar as it extends to out-groups, that is, unfamiliar and dissimilar others. But whether trust in out-groups can emerge independently from in-group trust is controversial, and conclusive evidence has been unavailable. This article fills this gap, analyzing which conditions create out-group trust independent from in-group trust. Using data from 76 countries around the world, we establish three insights. First, while a high level of in-group trust is the rule, out-group trust varies greatly across countries. Second, out-group trust emerges independent from in-group trust when human empowerment emancipates people from in-group control. Third, other conditions championed as trust-crediting forces do not confound the effect of human empowerment. In conclusion, trust generalizes to out-groups as a result of human empowerment’s emancipatory impulse. © 2015, © The Author(s) 2015.","emancipation; empowerment; social capital; trust",,,"SAGE Publications Inc.",,,,,00220221,,,"English","J. Cross-Cult. Psychol.",Article,Scopus,2-s2.0-84936766483
"Boniwell I., Osin E.N., Renton A.","Internet access at home and its relationship to well-being in deprived areas of London",2015,"Open Psychology Journal","8","1",,"44","53",,,10.2174/1874350101508010044,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930011653&doi=10.2174%2f1874350101508010044&partnerID=40&md5=65fb163d800c9ec05ae0cbcbc31e2cce","Positran, Goupillères, France; Positran and Anglia Ruskin University, Cambridge, United Kingdom; National Research University Higher School of Economics, Moscow, Russian Federation; Institute for Health and Human Development, University of East London, London, United Kingdom","Boniwell, I., Positran, Goupillères, France, Positran and Anglia Ruskin University, Cambridge, United Kingdom; Osin, E.N., National Research University Higher School of Economics, Moscow, Russian Federation; Renton, A., Institute for Health and Human Development, University of East London, London, United Kingdom","Purpose: The existing studies of the association between Internet usage and well-being have produced contradictory results. This study explores the associations between Internet access at home and well-being, as well as other lifestyle variables. Design/methodology/approach: The study was done in a probability sample of 800 community-dwelling adults aged 16 and over in six most deprived areas of the Redbridge borough of London. Using face-to-face interviews, information on the demographics, lifestyle, Internet access at home, happiness, trait hope, and subjective health was obtained. Path analysis and structural equation modelling were used to investigate the associations between Internet access and well-being, controlling for demographic variables. Findings: Respondents with home Internet access had stronger social ties with friends and relatives, engaged in a wider repertoire of community creative activities and cultural events, and reported having higher social support. Controlling for demographic variables, Internet access at home was a weak but statistically significant predictor of happiness, agency, and absence of mental health problems. The effect of home Internet access on happiness was partially mediated by social ties. Research limitations/implications: The correlational nature of the study forbids making causal inferences. The data suggest that people with low socioeconomic status may derive wellbeing benefits from having access to information technology which can serve as an instrument for social integration. Originality/value: The data provide a demographic snapshot of the digital divide in one of the most deprived areas of London. © Boniwell et al.; Licensee Bentham Open.","Digital divide; Happiness; Internet access; Low socioeconomic status; Subjective health; Subjective well-being",,,"Bentham Science Publishers B.V.",,,,,18743501,,,"English","Open Psychol. J.",Article,Scopus,2-s2.0-84930011653
"Adegbile A., Sarpong D.","Managerial engagement with scenario planning: A conceptual consumption approach",2015,"Foresight and STI Governance","9","4",,"73","80",,1,10.17323/1995-459x.2015.4.73.80,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953320726&doi=10.17323%2f1995-459x.2015.4.73.80&partnerID=40&md5=9a8fe953d7339095310b70cfd6024a80","European University Viadrina, Große Scharrnstraße 59, Frankfurt (Oder), Germany; Bristol Business School, University of the West of England, Bristol, United Kingdom; Research Laboratory for Science and Technology Studies, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Coldharbour Lane, Bristol, United Kingdom","Adegbile, A., European University Viadrina, Große Scharrnstraße 59, Frankfurt (Oder), Germany; Sarpong, D., Bristol Business School, University of the West of England, Bristol, United Kingdom, Research Laboratory for Science and Technology Studies, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Coldharbour Lane, Bristol, United Kingdom","Scenario development is widely used to reduce uncertainty while making decisions in high velocity environments. Despite this fact, managerial fixation on short term performance objectives, their penchant fear of the unpredictable future and their sheer inability to face the alternative futures generated in the scenario planning exercises has led to little value capture from this activity. The paper analyzes the factors that determine the willingness of decision-makers, to be actively involved in scenario planning. The authors suggest that effective incentives to promote the interest in this activity and its impact can be found, if we consider the decision-makers, as 'consumers' of certain ideas, concepts, expectations, and competencies. In particular, the paper hypothesizes and validates the assumptions that the selection of appropriate targets for scenario planning, commitment to achieving them, expectations of positive outcomes, increasing the frequency of scenario planning exercises are more likely to be expressed in the growing interest of managers and stakeholders to develop scenarios. The presented results are tested on the most common - intuitive logic approach to scenario planning. The authors expect future research to go further to empirically test the proposed hypotheses, and if possible, ascertain whether similar hypotheses could be generated in the context of other tried and tested scenario planning methodologies such as the probabilistic modified trends, competitive intelligence and cross impact analysis.","Conceptual consumption; Intuitive logics methodology; Scenario planning; Strategic foresight",,,,,,,,23129972,,,"English","Foresight STI Gov.",Article,Scopus,2-s2.0-84953320726
"Acemoglu D., Egorov G., Sonin K.","Political economy in a changing world",2015,"Journal of Political Economy","123","5",,"1038","1086",,5,10.1086/682679,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942200825&doi=10.1086%2f682679&partnerID=40&md5=e31e5e8953db4995ea649700cd70193a","Massachusetts Institute of Technology, United States; Northwestern University, United States; Higher School of Economics, Russian Federation","Acemoglu, D., Massachusetts Institute of Technology, United States; Egorov, G., Northwestern University, United States; Sonin, K., Higher School of Economics, Russian Federation","We provide a general framework for the analysis of institutional dynamics in an environment in which payoffs and political powers change stochastically. Assuming that economic and political institutions as well as individual types can be ordered, and preferences and the distribution of political power satisfy natural “single-crossing” (increasing differences) conditions, we prove existence of a pure-strategy Markov voting equilibrium, provide conditions for its uniqueness, and present a number of comparative static results. We then use this framework to study the dynamics of political rights and repression in the presence of threats from extremist groups and the dynamics of collective experimentation. © 2015 by The University of Chicago. All rights reserved.",,"institutional framework; Markov chain; political economy; political power; political repression; voting behavior",,"University of Chicago Press",,,,,00223808,,,"English","J. Polit. Econ.",Article,Scopus,2-s2.0-84942200825
"Ilyin M.","Russian perspectives on democracy, political emancipation, and integrity",2015,"Democracy in a Russian Mirror",,,,"58","77",,,10.1017/CBO9781107282070.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952673886&doi=10.1017%2fCBO9781107282070.004&partnerID=40&md5=46ef0a40114f0952b9a8f1b51b2e39ff","National Research University-Higher School of Economics, Moscow, Russian Federation; Centre for Advanced Research Methods in Humanities, Institute of Scientific Information on Social Sciences, Russian Academy of Sciences, Moscow, Russian Federation; MGIMO University, Moscow, Russian Federation; Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation","Ilyin, M., National Research University-Higher School of Economics, Moscow, Russian Federation, Centre for Advanced Research Methods in Humanities, Institute of Scientific Information on Social Sciences, Russian Academy of Sciences, Moscow, Russian Federation, MGIMO University, Moscow, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation","INTRODUCTION An outstanding role of Russia in European and world history as well as a rather peculiar outward show of its supreme power holders have impressed many outside observers since the early eighteenth century. They tend to believe that Russia is prone to producing unique forms of political organization. Many Russians feel flattered and readily accept their exceptionalism. Does this mentally exaggerated uniqueness of Russia have any actual affirmation? Any country in fact has a peculiar constitution of its body politic and national psyche as well as a history of its own. Many are so irregular from a common perspective that they may rightfully claim uniqueness. Russia may be a proper example of being very uncommon. But even actual inimitability cannot deprive a country of essential properties of its kind. Thus, any polity would have a power structure, albeit a very peculiar one. Any state would have individual members, be they citizens or subjects, or qualify to any other uncommon criteria of membership. With all it exceptional appearance, Russia is a constituent of the global community of states, in many ways a fairly sound and reliable one. At present, members of this community resort to polar models of relations between people and state authorities. One implies one-way subordination of people to authority, another interaction between them including accountability of authorities. Of course, in any polity, one can find institutions and practices of subordination as well as institutions and practices of interaction and accountability. The question is, Which are dominant and shape political order? The ones where subordination still prevails are less modern and more autocratic. The ones where interaction and accountability already have an advantage are more modern and democratic. In many cases, we can see uneasy processes of subordination being gradually reduced and supplanted by accountability coming to the fore. © Adam Przeworski 2015.",,,,"Cambridge University Press",,,,,,9781107282070; 9781107053397,,"English","Democracy in a Russian Mirror",Book Chapter,Scopus,2-s2.0-84952673886
"Nazarova M., Blagovechtchenski E.","Modern brain mapping - What do we map nowadays?",2015,"Frontiers in Psychiatry","6","MAY", 89,"","",,1,10.3389/fpsyt.2015.00089,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934874302&doi=10.3389%2ffpsyt.2015.00089&partnerID=40&md5=76381d05f656d6d965bb3c83f5cb9e95","Centre for Cognition and Decision Making, National Research University Higher School of Economics, Moscow, Russian Federation; Research Center of Neurology, Moscow, Russian Federation; Institute of Translational Biomedicine, St. Petersburg State University, St. Petersburg, Russian Federation","Nazarova, M., Centre for Cognition and Decision Making, National Research University Higher School of Economics, Moscow, Russian Federation, Research Center of Neurology, Moscow, Russian Federation; Blagovechtchenski, E., Centre for Cognition and Decision Making, National Research University Higher School of Economics, Moscow, Russian Federation, Institute of Translational Biomedicine, St. Petersburg State University, St. Petersburg, Russian Federation",[краткое описание не найдено],"Brain mapping; Function localization; History of brain mapping; Motor control; Sensory systems","alpha nerve fiber; Article; brain computer interface; brain depth stimulation; brain function; brain mapping; cognitive rehabilitation; connectome; electroencephalogram; feedback system; functional magnetic resonance imaging; history of medicine; human; motor performance; neuroscience; nonhuman; optogenetics; positron emission tomography; systematic review (topic); transcranial magnetic stimulation",,"Frontiers Research Foundation",,,,,16640640,,,"English","Front. Psychiatry",Article,Scopus,2-s2.0-84934874302
"Smirnov G.S., Stegailov V.V.","Phase diagrams of gas hydrates: molecular simulation studies",2015,"Computational Materials and Biological Sciences",,,,"175","185",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960238397&partnerID=40&md5=059be6f53d3248980739f9ca3195f7a5","Joint Institute for High Temperatures, Russian Academy of Sciences, Moscow, Russian Federation; Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation; National Research University Higher School of Economics, Moscow, Russian Federation","Smirnov, G.S., Joint Institute for High Temperatures, Russian Academy of Sciences, Moscow, Russian Federation, Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation; Stegailov, V.V., Joint Institute for High Temperatures, Russian Academy of Sciences, Moscow, Russian Federation, Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation, National Research University Higher School of Economics, Moscow, Russian Federation","In this work, we perform coexistence simulations of methane hydrates for pressures up to 5000 bar for different water models. We calculate the kinetic stability boundary of the superheated metastable sI structure and analyze the effects of the heating rate, system size and cage occupancy. We also report molecular dynamics simulation of several possible structuresfor the new hydrogen hydrate clathrate. We show the strength of molecular simulation as a supplement tool for the analysis of experimental data. © 2015 by Nova Science Publishers, Inc. All rights reserved.","Coexistence simulations; High pressures; Methane hydrates; Molecular dynamics simulations.; Water models","Hydration; Methane; Molecular dynamics; Molecular structure; Coexistence simulations; High pressure; Methane hydrates; Molecular dynamics simulations; Water models; Gas hydrates",,"Nova Science Publishers, Inc.",,,,,,9781634825719; 9781634825412,,"English","Comput. Mater. and Biol. Sci.",Book Chapter,Scopus,2-s2.0-84960238397
"Brav C., Bussi V., Dupont D., Joyce D., Szendrői B., Schürmann J.","Symmetries and stabilization for sheaves of vanishing cycles",2015,"Journal of Singularities","11",,,"85","151",,7,10.5427/jsing.2015.11e,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982734861&doi=10.5427%2fjsing.2015.11e&partnerID=40&md5=d31276a1cd5e0c37e1254080e69f4f5a","Faculty of Mathematics, Higher School of Economics, 7 Vavilova Str., Moscow, Russian Federation; ICTP, Strada Costiera 11, Trieste, Italy; The Mathematical Institute, Woodstock Road, Oxford, United Kingdom; Mathematische Institut, Universität Münster, Einsteinstrasse 62, Münster, Germany","Brav, C., Faculty of Mathematics, Higher School of Economics, 7 Vavilova Str., Moscow, Russian Federation; Bussi, V., ICTP, Strada Costiera 11, Trieste, Italy; Dupont, D., The Mathematical Institute, Woodstock Road, Oxford, United Kingdom; Joyce, D., The Mathematical Institute, Woodstock Road, Oxford, United Kingdom; Szendrői, B., The Mathematical Institute, Woodstock Road, Oxford, United Kingdom; Schürmann, J., Mathematische Institut, Universität Münster, Einsteinstrasse 62, Münster, Germany","We study symmetries and stabilization properties of perverse sheaves of vanishing cycles PV·U;f of a regular function f: U → C on a smooth C-scheme U, with critical locus X = Crit(f). We prove four main results: (a) If Φ: U → U is an isomorphism fixing X and compatible with f, then the action of Φ* on PV·U;f is multiplication by det (dΦ|X red) = ±1. (b) PV·U;f depends up to canonical isomorphism only on (X(3); f(3)), for X(3) the third-order thickening of X in U, and f(3) = f|X(3): X(3) → C. (c) If U; V are smooth C-schemes, f: U → C, g: V → C are regular, X = Crit(f), Y = Crit(g), and Φ: U → V is an embedding with f = g о Φ and Φ|X: X → Y an isomorphism, there is a natural isomorphism ΘΦ:PV·U;f → Φ|*X(PV·v;,g) ⊗ Z/2ZPΦ, for PΦ a principal Z/2Z-bundle on X. (d) If (X; s) is an oriented d-critical locus in the sense of Joyce [23], there is a natural perverse sheaf P·X;s on X, such that if (X; s) is locally modelled on Crit(f: U → C) then P·X;s is locally modelled on PV·U;f. We also generalize our results to replace U;X by complex analytic spaces, and PV·U;f by D-modules or mixed Hodge modules. We discuss applications of (d) to categorifying Donaldson-Thomas invariants of Calabi-Yau 3-folds, and to defining a ‘Fukaya category' of Lagrangians in a complex symplectic manifold using perverse sheaves. © 2015. Journal of Singularities. All Rights Reserved.",,,,"Worldwide Center of Mathematics",,,,,19492006,,,"English","J. Singularities",Article,Scopus,2-s2.0-84982734861
"Kazarian M.È., Lando S.K.","Combinatorial solutions to integrable hierarchies",2015,"Russian Mathematical Surveys","70","3",,"453","482",,,10.1070/RM2015v070n03ABEH004952,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942055178&doi=10.1070%2fRM2015v070n03ABEH004952&partnerID=40&md5=ce45bcaf90332401e3547e2d9daacfc5","Steklov Mathematical Institute, Russian Academy of Sciences, National Research University, Higher School of Economics, Russian Federation; National Research University, Higher School of Economics, Russian Federation","Kazarian, M.È., Steklov Mathematical Institute, Russian Academy of Sciences, National Research University, Higher School of Economics, Russian Federation; Lando, S.K., National Research University, Higher School of Economics, Russian Federation","This paper reviews modern approaches to the construction of formal solutions to integrable hierarchies of mathematical physics whose coefficients are answers to various enumerative problems. The relationship between these approaches and the combinatorics of symmetric groups and their representations is explained. Applications of the results to the construction of efficient computations in problems related to models of quantum field theories are described. © 2015 Russian Academy of Sciences (DoM), London Mathematical Society, Turpion Ltd.","Boson-Fermion correspondence; Hurwitz numbers; Integrable systems; Kadomtsev-Petviashvili hierarchy; Toda lattice hierarchy",,,"Institute of Physics Publishing",,,,,00360279,,,"English","Russ. Math. Surv.",Review,Scopus,2-s2.0-84942055178
"Bogachev V.I., DaPrato G., Röckner M., Shaposhnikov S.V.","On the uniqueness of solutions to continuity equations",2015,"Journal of Differential Equations","259","8",,"3854","3873",,1,10.1016/j.jde.2015.05.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942834044&doi=10.1016%2fj.jde.2015.05.003&partnerID=40&md5=7f4beb5df5a202bb50d6d157ccaae132","Department of Mechanics and Mathematics, Moscow State Lomonosov University, Moscow, Russian Federation; National Research University Higher School of Economics, Moscow, Russian Federation; Scuola Normale Superiore di Pisa, Piazza dei Cavalieri, Pisa, Italy; Fakultät für Mathematik, Universität Bielefeld, Bielefeld, Germany","Bogachev, V.I., Department of Mechanics and Mathematics, Moscow State Lomonosov University, Moscow, Russian Federation, National Research University Higher School of Economics, Moscow, Russian Federation; DaPrato, G., Scuola Normale Superiore di Pisa, Piazza dei Cavalieri, Pisa, Italy; Röckner, M., Fakultät für Mathematik, Universität Bielefeld, Bielefeld, Germany; Shaposhnikov, S.V., Department of Mechanics and Mathematics, Moscow State Lomonosov University, Moscow, Russian Federation, National Research University Higher School of Economics, Moscow, Russian Federation","We obtain sufficient conditions for the uniqueness of solutions to the Cauchy problem for the continuity equation in classes of measures that need not be absolutely continuous. © 2015 Elsevier Inc.","Cauchy problem; Continuity equation; Uniqueness",,,"Academic Press Inc.",,,,,00220396,,JDEQA,"English","J. Differ. Equ.",Article,Scopus,2-s2.0-84942834044
"Tikhonova N.E.","Obvious and not-obvious consequences of economic crises for Russians",2015,"Sotsiologicheskie Issledovaniya","2015-January","12",,"16","27",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962527029&partnerID=40&md5=94d421ec1bf9458500c5148c4fe973e4","National Research University, Higher School of Economics, Institute of Sociology, Russian Academy of Sciences, Moscow, Russian Federation","Tikhonova, N.E., National Research University, Higher School of Economics, Institute of Sociology, Russian Academy of Sciences, Moscow, Russian Federation","Basing on all-Russian surveys, characteristics of main consequences of 2014-2015 economic crisis are compared to those of previous crises. It is demonstrated that along with their obvious consequences (growing prices, lay-offs etc.) no less serious is resulting change in relationships between employers and employees accompanied by rising work load on personnel, falling wages against a backdrop of prices growth, and noticeable growth in the non-compliance of statutory rights of employees. In-between the crises the negative changes are fixed and each following crisis reinforces them. © 2015 r.","Economic crises; Employment; Incomes; Inequalities; Labor relations; Labor remuneration; Unemployment",,,"Russian Academy of Sciences",,,,,01321625,,,"Russian","Sotsiologicheskie Issled.",Article,Scopus,2-s2.0-84962527029
"Makarova A.S., Pankrushina T.G., Urvantseva L.V., Khorshev A.A.","Combined heat and power in the draft of the new Russian energy strategy",2015,"Thermal Engineering (English translation of Teploenergetika)","62","6", A001,"389","395",,3,10.1134/S0040601515060051,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942313270&doi=10.1134%2fS0040601515060051&partnerID=40&md5=072c6172fcac188013e287857df8024e","Energy Research Institute of Russian Academy of Sciences (ERI RAS), ul. Nagornaya 31/2, Moscow, Russian Federation; National Research University Higher School of Economics (HSE), ul. Myasnitskaya 20, Moscow, Russian Federation","Makarova, A.S., Energy Research Institute of Russian Academy of Sciences (ERI RAS), ul. Nagornaya 31/2, Moscow, Russian Federation; Pankrushina, T.G., Energy Research Institute of Russian Academy of Sciences (ERI RAS), ul. Nagornaya 31/2, Moscow, Russian Federation, National Research University Higher School of Economics (HSE), ul. Myasnitskaya 20, Moscow, Russian Federation; Urvantseva, L.V., Energy Research Institute of Russian Academy of Sciences (ERI RAS), ul. Nagornaya 31/2, Moscow, Russian Federation; Khorshev, A.A., Energy Research Institute of Russian Academy of Sciences (ERI RAS), ul. Nagornaya 31/2, Moscow, Russian Federation, National Research University Higher School of Economics (HSE), ul. Myasnitskaya 20, Moscow, Russian Federation","Comparison of combined heat and power development trends in Russia and other countries allowed us to assess world CHP development trends for different regions of Russia. The paper presents a methodological approach to a comprehensive assessment of the effectiveness and extent of the CHP development proposed by ERI RAS. This approach is based on a unified representation of both energy consumption of all Russian cities and the sources of their supply. In addition, combined heat and power is considered in a complex relationship with other types of power generators and fuel industries. The applicability of this approach for the study of the development prospects of diverse CHP plants was shown. The presented methodical approach was used to develop draft scenarios of the Energy Strategy of Russia until 2035. The performed assessment of preferred application areas and effective extent of CHP development indicated the reasonability of continuing growth of CHP capacity and their role in the district heating system in Russia. © Pleiades Publishing, Inc., 2015.","Combined heat and power; Efficiency; Mathematical modeling; Mathematical modeling; Power industry; Sustainable development trends; System-wide investigation","District heating; Efficiency; Energy management; Energy utilization; Mathematical models; Combined heat and power; Complex relationships; Comprehensive assessment; Development prospects; District heating system; Methodological approach; Power industry; System-wide investigation; Cogeneration plants",,"Maik Nauka-Interperiodica Publishing",,,,,00406015,,THENA,"English","Therm Eng",Article,Scopus,2-s2.0-84942313270
"Anderson S.P., Celik L.","Product line design",2015,"Journal of Economic Theory","157",,,"517","526",,2,10.1016/j.jet.2015.01.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927749406&doi=10.1016%2fj.jet.2015.01.014&partnerID=40&md5=9b04d6d400b3f55e72c0b4b2597df2ea","Department of Economics, University of Virginia, Charlottesville, VA, United States; National Research University Higher School of Economics, Myasnitskaya 20, Moscow, Russian Federation; CERGE-EI, Prague, Czech Republic","Anderson, S.P., Department of Economics, University of Virginia, Charlottesville, VA, United States; Celik, L., National Research University Higher School of Economics, Myasnitskaya 20, Moscow, Russian Federation, CERGE-EI, Prague, Czech Republic","We characterize the product line choice and pricing of a monopolist from the upper envelope of net marginal revenue curves to the individual product demand functions. The equilibrium product line constitutes those varieties yielding the highest upper envelope. In a generalized vertical differentiation framework, the equilibrium line is exactly the same as the first-best socially optimal line. These upper envelope and first-best optimal line findings extend to symmetric Cournot oligopoly. © 2015 Elsevier Inc.","Cournot multi-product competition; Product differentiation; Product line design; Product line pricing; Second-degree price discrimination",,,"Academic Press Inc.",,,,,00220531,,JECTA,"English","J. Econ. Theory",Article,Scopus,2-s2.0-84927749406
"Khaltourina D., Korotayev A.","Effects of specific alcohol control policy measures on alcohol-related mortality in Russia from 1998 to 2013",2015,"Alcohol and Alcoholism","50","5",,"588","601",,7,10.1093/alcalc/agv042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954132818&doi=10.1093%2falcalc%2fagv042&partnerID=40&md5=8568520735eee7758ecb9f0b8ae99c16","Council for the Public Health and the Problems of Demography, Moscow, Russian Federation; National Research Center for Preventive Medicine, Ministry of Healthcare of the Russian Federation, Moscow, Russian Federation; National Research University Higher School of Economics, Moscow, Russian Federation","Khaltourina, D., Council for the Public Health and the Problems of Demography, Moscow, Russian Federation, National Research Center for Preventive Medicine, Ministry of Healthcare of the Russian Federation, Moscow, Russian Federation; Korotayev, A., National Research University Higher School of Economics, Moscow, Russian Federation","Aims: To elucidate the possible effects of alcohol control policy measures on alcohol-related mortality in Russia between 1998 and 2013. Methods: Trends in mortality, alcohol production and sales were analyzed in conjunction with alcohol control legislative measures. Correlation analysis of health and alcohol market indicators was performed. Results: Ethyl alcohol production was the strongest correlate of alcohol-related mortality, which is probably due to the fact that ethyl alcohol is used for both recorded and unrecorded alcohol production. Measures producing greatest mortality reduction effect included provisions which reduced ethyl alcohol production (introduction of minimum authorized capital for ethyl alcohol and liquor producers in 2006 and the requirement for distillery dreg processing), as well as measures to tax and denaturize ethanol-containing liquids in 2006. Liquor tax decrease in real terms was associated with rising mortality in 1998-1999, while excise tax increasewas associated with mortality reduction in 2004 and since 2012. Conventional alcohol control measures may also have played a moderately positive role. Conclusions: Countries with high alcohol-related mortality should aim for a reduction in spirits consumption as a major health policy. Alcohol market centralization and reduction of the number of producers can have immediate strong effects on mortality. These measures should be combined with an increase in alcohol taxes and prices, as well as other established alcohol policy measures. In 2015 in Russia, this is not being implemented. In Russia, legislation enforcement including excise tax collection remains the major challenge. Another challenge will be the integration into the Eurasian Economic Union. © The Author 2015. Medical Council on Alcohol and Oxford University Press.",,"alcohol; adult; alcohol consumption; alcohol intoxication; alcohol production; alcoholic beverage; Article; capital; centralization; drinking behavior; female; government regulation; human; major clinical study; male; marketing; mortality; priority journal; Russian Federation; tax; vodka; alcoholic beverage; economics; epidemiology; health care policy; mortality; trends; Adult; Alcohol Drinking; Alcoholic Beverages; Female; Health Policy; Humans; Male; Mortality; Russia; Taxes",,"Oxford University Press",,,,,07350414,,ALALD,"English","Alcohol Alcohol.",Article,Scopus,2-s2.0-84954132818
"Hövermann A., Messner S.F., Zick A.","Anomie, marketization, and prejudice toward purportedly unprofitable groups: Elaborating a theoretical approach on anomie-driven prejudices",2015,"Acta Sociologica (United Kingdom)","58","3",,"215","231",,2,10.1177/0001699315587988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939237933&doi=10.1177%2f0001699315587988&partnerID=40&md5=c27213aa4946a3591d37ba8380a75e45","Institute for Interdisciplinary Research on Conflict and Violence, Germany; LCSR, Higher School of Economics, Moscow, Russian Federation; University at Albany, SUNY, United States","Hövermann, A., Institute for Interdisciplinary Research on Conflict and Violence, Germany, LCSR, Higher School of Economics, Moscow, Russian Federation; Messner, S.F., University at Albany, SUNY, United States; Zick, A., Institute for Interdisciplinary Research on Conflict and Violence, Germany","This paper discusses systematically different concepts of anomie as an explanation of Group-focused Enmity (GFE) against selected groups in society. The GFE research programme has demonstrated the utility of applying the concept of ‘anomia’ – an individual reaction to disruptions in the normative order – to explain prejudices against vulnerable groups. This paper extends the GFE research programme by incorporating insights from Institutional Anomie Theory, a theoretical perspective originally introduced in the criminological literature. Drawing upon this, it develops a theoretical model that links perceptions of weakened non-economic institutions with prejudices against groups that are readily seen as being ‘unprofitable’. These perceptions are theorized to affect prejudices against such groups via a pathway of ‘marketized’ attitudes and orientations, net of any influence of anomia. This paper’s theoretical model was assessed with data from a representative survey of the German population (n = 840). The results of Structural Equation Modelling support most of the main hypotheses, revealing the additional value for prejudice research of measuring the individual experience of anomie not only as anomia but also with respect to processes of marketization. © 2015, © The Author(s) 2015.","Anomie; Germany; marketization; prejudices; Structural Equation Modelling",,,"SAGE Publications Ltd",,,,,00016993,,,"English","Acta Sociol.",Article,Scopus,2-s2.0-84939237933
"Tretyakov I., Maslennikov S., Semenov A., Safir O., Finkel M., Ryabchun S., Kaurova N., Voronov B., Goltsman G., Klapwijk T.M.","Impact of operating conditions on noise and gain bandwidth of NbN HEB mixers",2015,"26th International Symposium on Space Terahertz Technology, ISSTT 2015",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947232049&partnerID=40&md5=89e9311761823d3da3bef4e84e156052","Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Moscow Institute of Physics and Technology, State University, Dolgoprudny, Russian Federation; Kavli Institute of Nanoscience, Delft University of Technology, Delft, Netherlands; Higher School of Economics, National Research University, Moscow, Russian Federation","Tretyakov, I., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation, Moscow Institute of Physics and Technology, State University, Dolgoprudny, Russian Federation; Maslennikov, S., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Semenov, A., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Safir, O., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Finkel, M., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Ryabchun, S., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation, Higher School of Economics, National Research University, Moscow, Russian Federation; Kaurova, N., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Voronov, B., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation; Goltsman, G., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation, Higher School of Economics, National Research University, Moscow, Russian Federation; Klapwijk, T.M., Physics Department, Moscow State Pedagogical University, Moscow, Russian Federation, Kavli Institute of Nanoscience, Delft University of Technology, Delft, Netherlands",[краткое описание не найдено],,,"Janis;Virginia Diodes, Inc.","International Symposium on Space Terahertz Technology","26th International Symposium on Space Terahertz Technology, ISSTT 2015","16 March 2015 through 18 March 2015",,114271,,,,"English","Int. Symp. Space Terahertz Technol., ISSTT",Conference Paper,Scopus,2-s2.0-84947232049
