Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Zabrodin A.V.","The master T-operator for vertex models with trigonometric R-matrices as a classical τ-function",2013,"Theoretical and Mathematical Physics","174","1",,"52","67",,7,10.1007/s11232-013-0004-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873595131&doi=10.1007%2fs11232-013-0004-6&partnerID=40&md5=418d789a8c073660bcf481ce5a5d1476","Institute of Biochemical Physics, Moscow, Russian Federation; Institute for Theoretical and Experimental Physics, Moscow, Russian Federation; Higher School of Economics, Moscow, Russian Federation","Zabrodin, A.V., Institute of Biochemical Physics, Moscow, Russian Federation, Institute for Theoretical and Experimental Physics, Moscow, Russian Federation, Higher School of Economics, Moscow, Russian Federation","We apply the recently proposed construction of the master T-operator to integrable vertex models and the associated quantum spin chains with trigonometric R-matrices. The master T-operator is a generating function for commuting transfer matrices of integrable vertex models depending on infinitely many parameters. It also turns out to be the τ-function of an integrable hierarchy of classical soliton equations in the sense that it satisfies the same bilinear Hirota equations. We characterize the class of solutions of the Hirota equations that correspond to eigenvalues of the master T-operator and discuss its relation to the classical Ruijsenaars-Schneider system of particles. © 2013 Pleiades Publishing, Ltd.","τ-function; integrable vertex model; R-matrix; transfer matrix",,,,,,,,00405779,,,"English","Theor. Math. Phys.",Article,Scopus,2-s2.0-84873595131
"Bufetov A.I.","Infinite determinantal measures",2013,"Electronic Research Announcements in Mathematical Sciences","20",,,"12","30",,6,10.3934/era.2013.20.12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873530118&doi=10.3934%2fera.2013.20.12&partnerID=40&md5=2ef2e406275b2e18c4c7a26c5d35d87a","Laboratoire D'Analyse, Topologie, Probabilités, Aix-Marseille Université, CNRS, Marseille, France; The Steklov Institute of Mathematics, Moscow, Russian Federation; The Institute for Information Transmission Problems, Moscow, Russian Federation; National Research University Higher School of Economics, Moscow, Russian Federation; The Independent University of Moscow, Russian Federation; Rice University, Houston, TX, United States","Bufetov, A.I., Laboratoire D'Analyse, Topologie, Probabilités, Aix-Marseille Université, CNRS, Marseille, France, The Steklov Institute of Mathematics, Moscow, Russian Federation, The Institute for Information Transmission Problems, Moscow, Russian Federation, National Research University Higher School of Economics, Moscow, Russian Federation, The Independent University of Moscow, Russian Federation, Rice University, Houston, TX, United States","Infinite determinantal measures introduced in this note are inductive limits of determinantal measures on an exhausting family of subsets of the phase space. Alternatively, an infinite determinantal measure can be described as a product of a determinantal point process and a convergent, but not integrable, multiplicative functional. Theorem 4.1, the main result announced in this note, gives an explicit description for the ergodic decomposition of infinite Pickrell measures on the spaces of infinite complex matrices in terms of infinite determinantal measures obtained by finite-rank perturbations of Bessel point processes. © 2013 American Institute of Mathematical Sciences.","Determinantal processes; Ergodic decomposition; Infinite-dimensional groups",,,,,,,,19359179,,,"English","Electron. Res. Announce. Math. Sci.",Article,Scopus,2-s2.0-84873530118
"Porzsolt F., Bausch J., Geipel G., Huppertz E., Mühlbacher A., Otto T., Radic D., Schmidt P., Ravens-Sieberer U., Zimmermann T.M., Clouth J.","Adequate evidence for treatment decisions: A discussion of the pluralism of methods in clinical trials [Die angemessene Evidenz für Therapieentscheidungen: eine Diskussion des Methodenpluralismus in klinischen Studien]",2013,"Gesundheitsokonomie und Qualitatsmanagement","18","1",,"31","39",,,10.1055/s-0032-1330555,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873393757&doi=10.1055%2fs-0032-1330555&partnerID=40&md5=8343771f9f048de7cf71d0e2c90ae830","Klinische Ökonomik, Institut für Geschichte, Theorie und Ethik der Medizin, Universität Ulm, Germany; AG Versorgungsforschung, Klinik für Allgemein- und Viszeralchirurgie, Universitätsklinikum Ulm, Albert-Einstein-Allee 23, 89081 Ulm, Germany; Praxis Dr. Med. Jürgen Bausch, Bad Soden-Salmünster, Germany; Lilly USA, LLC Corp Center, United States; HEandRO (Consultant Health Economics and Research of Outcomes), Niedererbach, Germany; Stiftungsinstitut Gesundheitsökonomie und Medizinmanagement, Neubrandenburg, Germany; Health Economics, Lilly Deutschland GmbH, Bad Homburg, Germany; Universität Leipzig, Wirtschaftswissenschaftliche Fakultät, Fachbereich Betriebswirtschaftslehre, Germany; State Research University Higher School of Economics (HSE), International Laboratory for Socio-Cultural Research, Moskau, Russian Federation; Universitätsklinikum Hamburg-Eppendorf, Klinik für Kinder- und Jugendpsychiatrie, -psychotherapie und Psychosomatik, Hamburg, Germany","Porzsolt, F., Klinische Ökonomik, Institut für Geschichte, Theorie und Ethik der Medizin, Universität Ulm, Germany, AG Versorgungsforschung, Klinik für Allgemein- und Viszeralchirurgie, Universitätsklinikum Ulm, Albert-Einstein-Allee 23, 89081 Ulm, Germany; Bausch, J., Praxis Dr. Med. Jürgen Bausch, Bad Soden-Salmünster, Germany; Geipel, G., Lilly USA, LLC Corp Center, United States; Huppertz, E., HEandRO (Consultant Health Economics and Research of Outcomes), Niedererbach, Germany; Mühlbacher, A., Stiftungsinstitut Gesundheitsökonomie und Medizinmanagement, Neubrandenburg, Germany; Otto, T., Health Economics, Lilly Deutschland GmbH, Bad Homburg, Germany; Radic, D., Universität Leipzig, Wirtschaftswissenschaftliche Fakultät, Fachbereich Betriebswirtschaftslehre, Germany; Schmidt, P., State Research University Higher School of Economics (HSE), International Laboratory for Socio-Cultural Research, Moskau, Russian Federation; Ravens-Sieberer, U., Universitätsklinikum Hamburg-Eppendorf, Klinik für Kinder- und Jugendpsychiatrie, -psychotherapie und Psychosomatik, Hamburg, Germany; Zimmermann, T.M., Health Economics, Lilly Deutschland GmbH, Bad Homburg, Germany; Clouth, J., Health Economics, Lilly Deutschland GmbH, Bad Homburg, Germany","Randomized controlled trials (RCTs) are considered gold standard in generating judicious evidence to support treatment decisions. Ideal-typical trials are called explanatory trials to distinguish it from trials completed under real-world conditions. The four most prevalent types of bias (selection-, performance-, attrition-, and detection-bias) can be avoided and internal validity of a study can be increased if all requested quality criteria will be met. The external validity can be neither investigated not can it be confirmed by randomized trials. But the confirmation of external validity is as important as the confirmation of internal validity because knowledge that has been generated in RCTs will be valuable only if it can be successfully applied to patients under real-world conditions. For confirmation of external validity the mentioned four types of bias have to be avoided. In addition, it has to be confirmed that the individuals from whom the evidence was derived are comparable to the individuals to whom the evidence should be applied. Violation of this simple appearing requirement is called 'sampling bias'. A two-step procedure seems to be useful to confirm internal as well as external evidence. As first step the efficacy of a therapeutic principle may be confirmed under ideal study conditions by using an explanatory trial without demanding the confirmation of external validity. In a second step the benefit for the investigated group of patients is examined under real-world conditions (pragmatic trial). The design and established methods for evaluation of these studies are discussed. The two-step approach offers three advantages: it reduces the risk to over-interpret the results of RCTs as explanatory trials can only demonstrate efficacy under ideal conditions. The benefit which is requested by our authorities can be demonstrated only by pragmatic trials which consider the external validity. Progress may possibly achieved only if controlled pragmatic trials will be used which can compare the influence of the intended (specific treatment effect) intervention with not-intended (confounder) interventions. Examples for these methods are the propensity score matching or structural equation models. © Georg Thieme Verlag KG Stuttgart · New York.","bias; external validity; internal validity; patient preferences; pragmatic trials; propensity score matching; randomized controlled trials; structural equation modeling","clinical decision making; decision support system; explanatory variable; external validity; human; internal validity; randomized controlled trial (topic); review; sampling error; systematic error",,,,,,,14322625,,GEQUF,"German","Gesundh.okon. Qual.manage.",Review,Scopus,2-s2.0-84873393757
"Marshakov A.","On lie groups, cluster variables and integrable systems",2013,"International Journal of Modern Physics A","28","3-4", 1340007,"","",,,10.1142/S0217751X13400071,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874170013&doi=10.1142%2fS0217751X13400071&partnerID=40&md5=8505fd38927e927da8a44a9d0973c9c9","Theory Department, Lebedev Physics Institute, Moscow, Russian Federation; Institute for Theoretical and Experimental Physics, Moscow, Russian Federation; Department of Mathematics, National Research Higher School of Economics, Moscow, Russian Federation","Marshakov, A., Theory Department, Lebedev Physics Institute, Moscow, Russian Federation, Institute for Theoretical and Experimental Physics, Moscow, Russian Federation, Department of Mathematics, National Research Higher School of Economics, Moscow, Russian Federation","We propose an explicit construction for the integrable models on Poisson submanifolds of the Lie groups. The integrals of motion are computed in cluster variables via the Lax map. This generalized construction for the co-extended loop groups allows to formulate, in general terms, some new classes of integrable models. © 2013 World Scientific Publishing Company.","cluster varieties; Integrable systems",,,,,,,,0217751X,,IMPAE,"English","Int. J. Mod. Phys. A",Conference Paper,Scopus,2-s2.0-84874170013
"Androushchak G., Kuzminov Y., Yudkevich M.","Changing realities: Russian higher education and the academic profession",2013,"The Global Future of Higher Education and the Academic Profession: The BRICs and the United States",,,,"56","92",,6,10.1057/9780230369795,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999218009&doi=10.1057%2f9780230369795&partnerID=40&md5=d4fff11789a2aadb839ba00ed4b11018","National Research University Higher School of Economics, Russian Federation; Center for Institutional Studies, Russian Federation","Androushchak, G., National Research University Higher School of Economics, Russian Federation, Center for Institutional Studies, Russian Federation; Kuzminov, Y., National Research University Higher School of Economics, Russian Federation; Yudkevich, M., National Research University Higher School of Economics, Russian Federation",[краткое описание не найдено],,,,"Palgrave Macmillan",,,,,,9780230369795; 9780230369788,,"English","The Glob. Future of High. Educ. and the Acad. Prof.: The BRICs and the U. S.",Book Chapter,Scopus,2-s2.0-84999218009
"Altbach P.G., Androushchak G., Kuzminov Y., Yudkevich M., Reisberg L.","Preface",2013,"The Global Future of Higher Education and the Academic Profession: The BRICs and the United States",,,,"viii","ix",,1,10.1057/9780230369795,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999176934&doi=10.1057%2f9780230369795&partnerID=40&md5=f8f0e2d8ea5ba4fb948780802f6abcab","Center for International Higher Education, Boston College, United States; National Research University Higher School of Economics, Russian Federation; Center for Institutional Studies, Russian Federation; Reisberg and Associates, United States","Altbach, P.G., Center for International Higher Education, Boston College, United States; Androushchak, G., National Research University Higher School of Economics, Russian Federation, Center for Institutional Studies, Russian Federation; Kuzminov, Y., National Research University Higher School of Economics, Russian Federation; Yudkevich, M., National Research University Higher School of Economics, Russian Federation; Reisberg, L., Reisberg and Associates, United States",[краткое описание не найдено],,,,"Palgrave Macmillan",,,,,,9780230369795; 9780230369788,,"English","The Glob. Future of High. Educ. and the Acad. Prof.: The BRICs and the U. S.",Editorial,Scopus,2-s2.0-84999176934
"Altbach P.G., Androushchak G., Kuzminov Y., Yudkevich M., Reisberg L.","The global future of higher education and the academic profession: The BRICs and the United States",2013,"The Global Future of Higher Education and the Academic Profession: The BRICs and the United States",,,,"1","206",,8,10.1057/9780230369795,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999176914&doi=10.1057%2f9780230369795&partnerID=40&md5=d65a07456d2e2c48e622d9bf51c00bf3","Center for International Higher Education, Boston College, United States; National Research University Higher School of Economics, Russian Federation; Center for Institutional Studies, Russian Federation; Reisberg and Associates, United States","Altbach, P.G., Center for International Higher Education, Boston College, United States; Androushchak, G., National Research University Higher School of Economics, Russian Federation, Center for Institutional Studies, Russian Federation; Kuzminov, Y., National Research University Higher School of Economics, Russian Federation; Yudkevich, M., National Research University Higher School of Economics, Russian Federation; Reisberg, L., Reisberg and Associates, United States","This is the first book to critically analyze the future of higher education systems in the four BRIC countries - Brazil, Russia, India and China - and the USA, analyzing academic salaries, contracts and working conditions and how national policy will affect the academic profession in each context. © Philip G. Altbach, Gregory Androushchak, Yaroslav Kuzminov, Maria Yudkevich, and Liz Reisberg 2013. All rights reserved.",,,,"Palgrave Macmillan",,,,,,9780230369795; 9780230369788,,"English","The Glob. Future of High. Educ. and the Acad. Prof.: The BRICs and the U. S.",Book,Scopus,2-s2.0-84999176914
"Lebedeva N., Tatarko A.","Immigration and intercultural interaction strategies in post-soviet Russia",2013,"Immigration: Policies, Challenges and Impact",,,,"179","192",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887516768&partnerID=40&md5=505045821953acf449ad7de202e32411","National Research University 'Higher School of Economics', Moscow, Russian Federation","Lebedeva, N., National Research University 'Higher School of Economics', Moscow, Russian Federation; Tatarko, A., National Research University 'Higher School of Economics', Moscow, Russian Federation","This chapter addresses changes in immigration trends and their psychosocial effects in post-Soviet Russia. Russia is currently the world's second most populous country (after the USA) in terms of its immigrant population, with most coming from the Central Asian States (Uzbekistan, Tajikistan, and Kyrgyzstan) and China. The chapter begins with an examination of the social issues that immigrants must face. The research focuses on Moscow as the most attractive destination for immigrant workers. The chapter presents the findings of an empirical study conducted on the reciprocal acculturation between immigrants and the host society in Moscow. The study examines the correlations between the immigrants' acculturation attitudes and the host society's acculturation expectations and perceptions of the immigrants. More specifically, the study focuses on how measures of integral security (including physical, cultural and economic security) influence the host society's attitudes towards immigrants. © Nova Scicence Publishers, Inc. All rights reserved.","Acculturation attitudes; Acculturation expectations; Ethnic tolerance; Immigrants; Immigration; Integral security; Perceived threat/discrimination",,,"Nova Science Publishers, Inc.",,,,,,9781624170300,,"English","Immigr.: Policies, Chall. and Impact",Book Chapter,Scopus,2-s2.0-84887516768
"Shashnov S., Sokolova A.","S&T&I priorities for the Russian natural resources sector",2013,"Foresight","15","1",,"40","53",,2,10.1108/14636681311310132,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874160700&doi=10.1108%2f14636681311310132&partnerID=40&md5=0dd99ab65ec0300f15ebc1f6c7986968","Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Moscow, Russian Federation","Shashnov, S., Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Moscow, Russian Federation; Sokolova, A., Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, Moscow, Russian Federation","Purpose: This paper aims to analyse three individual foresight projects referring to the natural resources sector in Russia, their interconnection and influence on policy decision making. Design/methodology/approach: The three foresight studies used different methodologies depending on the project's goal. First the projects' interconnections are explained. Second, each of the studies is characterised from different viewpoints, including their aims, structures, methodologies and results. Finally their influence on policy-making is evaluated. Findings: The paper concludes that implementation of these three interrelated studies allows identification of S&T&I priorities that have a strong connection with policy decision making. Therefore, on the basis of this experience, it is suggested that a widespread national Delphi survey for the identification of science and technology (S&T) priorities should be complemented by the identification of key long-term demand for resources and reshaped management systems. Originality/value: For the first time the paper presents an analysis of Russian foresight projects connected to the natural resources area and an evaluation of their influence on policy decision making. © Emerald Group Publishing Limited.","Foresight; Innovation; Long term planning; Natural resources; Priority-setting; Project planning; Russia; Sciences; Technology led strategy",,,,,,,,14636689,,,"English","Foresight",Article,Scopus,2-s2.0-84874160700
"Tretyak O.A., Sloev I.","Customer flow: Evaluating the long-term impact of marketing on value creation",2013,"Journal of Business and Industrial Marketing","28","3",,"221","228",,8,10.1108/08858621311302877,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874162513&doi=10.1108%2f08858621311302877&partnerID=40&md5=35ef402d889721e63a1611b644b82e41","Strategic Marketing Department, National Research University Higher School of Economics (NRU HSE), Moscow, Russian Federation; National Research University Higher School of Economics (NRU HSE), Moscow, Russian Federation","Tretyak, O.A., Strategic Marketing Department, National Research University Higher School of Economics (NRU HSE), Moscow, Russian Federation; Sloev, I., National Research University Higher School of Economics (NRU HSE), Moscow, Russian Federation","Purpose: The purpose of this paper is to construct a system of indicators that will allow firms to evaluate the long-term results of their marketing activities along the value chain. Design/methodology/approach: The paper integrates the concepts of network relationships, value chain management, and customer lifetime value (CLV). The authors use participative inquiry and case studies to validate and clarify the model. Findings: The authors develop the customer flow conceptual model and propose a sequence of actions to translate it into measures and indicators that will allow firms to understand their role in the creation of sustainable value. Using this model, the authors conduct comparative analyses of the acquisition and retention strategies of a multinational firm in the European and Russian markets. The results provide a crucial justification for new directions in future long-term marketing activities. Research limitations/implications: The model is validated in two cases in different industries. Further research is required to examine the implementation of suggested tools in different industries. Practical implications: The model was simplified for a practical application and indicators for future monitoring process and customer flow management were developed. Originality/value: The authors developed the concept of customer flow to assess the long-term results of marketing activities and to emphasize the difference between managing new and existing customers. New performance metrics are proposed based on customer flow and its structural characteristics. This allowed comparing of acquisition and retention strategies of the same company in different markets and reveals the crucial differences between the marketing strategies prevailing in Russia and those in Europe. The authors have demonstrated how the concept may help firms to develop and implement successful strategies. © Emerald Group Publishing Limited.","Customer flow; Customer retention; Evaluation indicators; Long-term effects of marketing; Marketing; Value chain",,,,,,,,08858624,,,"English","J. Bus. Ind. Mark.",Article,Scopus,2-s2.0-84874162513
"Filippov A.F.","The other 'Hobbes' people': An alternative reading of Hobbes",2013,"Journal of Classical Sociology","13","1",,"113","135",,,10.1177/1468795X12473981,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874433879&doi=10.1177%2f1468795X12473981&partnerID=40&md5=b7bde6a39519accbad3340ce9be62e5a","National Research University Higher School of Economics, 20 Myasnitskaya str., 101000 Moscow, Russian Federation","Filippov, A.F., National Research University Higher School of Economics, 20 Myasnitskaya str., 101000 Moscow, Russian Federation","This paper argues that while Hobbes has been very influential in sociological thinking, in particular through the influence of Ferdinand Tönnies and Talcott Parsons, there is an important alternative reading of Hobbes that one might call the 'real' Hobbes, which has remained unknown to social theory. Because these classical readings of Hobbes still inform most social theory, sociologists are in effect trapped within them. Through a careful analysis of classic interpretations of Hobbes by Tönnies and Parsons, coupled with a close reading of Hobbes' actual texts, and his criticisms of Aristotle, this paper will suggest that a different understanding of the 'people' who populate Hobbes' social universe is possible. It will be suggested that this new understanding of Hobbes also makes the contemporary understanding of the history of political philosophy more fruitful for theoretical sociology. © The Author(s) 2013.","Individualism; parsons; prudence; social order; state; Tönnies; utilitarianism; war",,,,,,,,1468795X,,,"English","J. Classical Sociol.",Article,Scopus,2-s2.0-84874433879
"Tsybina E., Rebiazina V.","Managing portfolios of interconnected customers: Evidence from Russian B2B market",2013,"Journal of Business and Industrial Marketing","28","3",,"229","239",,1,10.1108/08858621311302886,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874170228&doi=10.1108%2f08858621311302886&partnerID=40&md5=de23cd7b0070ab381f9827849bdc1da8","National Research University - Higher School of Economics, Moscow, Russian Federation","Tsybina, E., National Research University - Higher School of Economics, Moscow, Russian Federation; Rebiazina, V., National Research University - Higher School of Economics, Moscow, Russian Federation","Purpose: The purpose of this paper is to broaden the current view of customer portfolio management by including the notion of customer interconnectedness. Design/methodology/approach: The previous research in customer portfolio theory is reviewed, with special attention to customer interconnectedness. Customer interconnectedness as a criterion to build customer portfolios is studied in the example of large Russian b2b company. First, the results of participative inquiry research within the company are presented and then the insights from five in-depth interviews are described. Findings: Findings suggest that the assumption of customer independence in a portfolio, on which most of customer portfolio models are based, may not fit certain markets and industries. This paper sheds light on to the specifics of customer portfolio building, in the Russian context and results in the customer interconnectedness assumption. Research limitations/implications: Additional research beyond the provided exploratory study is needed to quantitatively test the assumption and generalize the results. The main research implications relate to the new perspective on customer portfolio theory based on customer interconnectedness. Practical implications: The paper provides researchers and practitioners with insights into customer portfolio models specifics existing in Russia. This knowledge can be helpful, also, for foreign companies entering the Russian market. Originality/value: The process of customer portfolio building in the Russian b2b markets has been addressed for the first time in b2b marketing research. The analysis of customer portfolio building in Russian b2b context shows that customer independence assumption is challenged and should be replaced with customer interconnectedness approach. © Emerald Group Publishing Limited.","Customer interconnectedness; Customer portfolio management; Customers; Relationship marketing; Russia",,,,,,,,08858624,,,"English","J. Bus. Ind. Mark.",Article,Scopus,2-s2.0-84874170228
"Griaznova O.S., Magun V.S.","The basic values of Russian and European schoolteachers",2013,"Russian Education and Society","55","2",,"40","66",,,10.2753/RES1060-9393550202,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876000885&doi=10.2753%2fRES1060-9393550202&partnerID=40&md5=75bfd143ccdd2d8daf6dedf8f2fa2fd2","Institute of Sociology, Russian Academy of Sciences, Higher School of Economics National Research University (HSE NRU), Russian Federation","Griaznova, O.S., Institute of Sociology, Russian Academy of Sciences, Higher School of Economics National Research University (HSE NRU), Russian Federation; Magun, V.S., Institute of Sociology, Russian Academy of Sciences, Higher School of Economics National Research University (HSE NRU), Russian Federation","Survey data on comparisons between teachers in Russia and other countries show that the average Russian schoolteacher places a very high value on security and a very low value on the opportunity to enjoy life and have pleasure. Russia's schoolteachers are more often ahead of other Europeans when it comes to the importance of personal success, wealth, and power, as well as obedience and conformity to traditions, and, in contrast, they tend to lag behind when it comes to their adherence to the values of independence, equality, tolerance, helping people around them, and the protection of the environment. The authors see these orientations as cultural barriers to the successful functioning and development of Russian society. Copyright © 2013 M.E. Sharpe, Inc. All rights reserved.",,,,,,,,,10609393,,,"English","Russ. Educ. Soc.",Article,Scopus,2-s2.0-84876000885
"Bek M.A., Bek N.N., Sheresheva M.Y., Johnston W.J.","Perspectives of SME innovation clusters development in Russia",2013,"Journal of Business and Industrial Marketing","28","3",,"240","259",,12,10.1108/08858621311302895,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874182288&doi=10.1108%2f08858621311302895&partnerID=40&md5=8738fe9353bedc2f2865baf69da3f347","Faculty of Management, National Research University Higher School of Economics, Moscow, Russian Federation; Center of Business and Industrial Marketing, Georgia State University, Atlanta, GA, United States","Bek, M.A., Faculty of Management, National Research University Higher School of Economics, Moscow, Russian Federation; Bek, N.N., Faculty of Management, National Research University Higher School of Economics, Moscow, Russian Federation; Sheresheva, M.Y., Faculty of Management, National Research University Higher School of Economics, Moscow, Russian Federation; Johnston, W.J., Center of Business and Industrial Marketing, Georgia State University, Atlanta, GA, United States","Purpose: The purpose of this paper is to develop and test models explaining the unsatisfactory innovation activity of Russian firms and the main obstacles to innovation cluster development. Design/methodology/approach: Based on statistical analysis and the results of a pilot survey of 192 local businessmen, followed by imitation modeling analysis, the study tests hypotheses regarding the impact of unsatisfactory institutional environments, including weak property rights protection, on innovation cluster development in Russia. Findings: The analysis shows that the impact of adverse factors on innovation activities of cluster members is crucial, and estimates to what extent the negative factors' influence should be reduced to prevent cluster degradation processes. Research limitations/implications: The models provide a number of sensitivity tests of the parameters; however, data from clusters with different levels of support and protection need to be obtained. Government experiments could be conducted to test the models and find ranges of optimal parameters for cluster development. Short of this, examination of actual data from different cluster in similar environments would allow estimated of optimal strategies for support. Longitudinal data can also help determine the actual cause and effect of successful innovation cluster development. Practical implications: The paper provides managerial implications for organizations involved in innovation clusters, which can be used to improve cluster members' performance and collaborative innovation activities by means of creating acceptable institutional environments. Originality/value: The paper provides evidence of the connection between collaborative activities of clustering organizations in Russia and their performance caused by expectations concerning institutional conditions on the macro level in Russia. © Emerald Group Publishing Limited.","Competitive strategy; Innovation; Modeling; Networks; Organizational innovation; Russia; Small to medium-sized enterprises",,,,,,,,08858624,,,"English","J. Bus. Ind. Mark.",Article,Scopus,2-s2.0-84874182288
"Kapeliushnikov R., Kuznetsov A., Demina N., Kuznetsova O.","Threats to security of property rights in a transition economy: An empirical perspective",2013,"Journal of Comparative Economics","41","1",,"245","264",,8,10.1016/j.jce.2012.05.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875264850&doi=10.1016%2fj.jce.2012.05.002&partnerID=40&md5=afa805dc75d87f0d76014c892a3f0c29","Institute of World Economy and International Relations and National Research University, Higher School of Economics, Moscow, Russian Federation; Lancashire Business School, UCLAN, Preston PR1 2HE, United Kingdom; Institute of World Economy and International Relations, Moscow, Russian Federation; Manchester Metropolitan University Business School, Manchester, M15 6BH, United Kingdom","Kapeliushnikov, R., Institute of World Economy and International Relations and National Research University, Higher School of Economics, Moscow, Russian Federation; Kuznetsov, A., Lancashire Business School, UCLAN, Preston PR1 2HE, United Kingdom; Demina, N., Institute of World Economy and International Relations, Moscow, Russian Federation; Kuznetsova, O., Manchester Metropolitan University Business School, Manchester, M15 6BH, United Kingdom","Effective property rights protection plays a fundamental role in promoting economic performance. Yet measurement problems make the relationship between property rights and entrepreneurship an ambiguous issue. As an advancement on previous research in this paper we propose a new approach to the evaluation of the security of property rights based on direct measures that overcomes some limitations of previous studies. We apply this new metrics to a survey of manufacturing firms in Russia to identify the economic effects associated with the lack of property protection in a transition economy. Our analysis supports the view that there is a close relationship between institutions, property rights and economic growth. Our findings confirm that redistributive risks provide a depressing effect on investment and innovative activity of manufacturing enterprises and potentially result in a huge loss in efficiency and economic growth, which in other institutional settings could have been avoided. © 2012 Association for Comparative Economic Studies.","Economic growth; Economic institutions; Property rights",,,,,,,,01475967,,,"English","J. Comp. Econ.",Article,Scopus,2-s2.0-84875264850
"Goertzel T., Shohat E., Kahn T., Zanetic A., Bogoyavlenskiy D.","Homicide Booms and Busts: A Small-N Comparative Historical Study",2013,"Homicide Studies","17","1",,"59","74",,2,10.1177/1088767912449624,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872010244&doi=10.1177%2f1088767912449624&partnerID=40&md5=736af5c2a7ef22391c16fd1cb0f9836d","Rutgers University, 405 Cooper St., Camden, NJ 08102, United States; FundaçãoEspaçoDemocrático, São Paulo, Brazil; Analysis and Planning of the Municipal Urban Safety Department, São Paulo, Brazil; Institute of Demography, National Research University, Moscow, Russian Federation","Goertzel, T., Rutgers University, 405 Cooper St., Camden, NJ 08102, United States; Shohat, E., Rutgers University, 405 Cooper St., Camden, NJ 08102, United States; Kahn, T., FundaçãoEspaçoDemocrático, São Paulo, Brazil; Zanetic, A., Analysis and Planning of the Municipal Urban Safety Department, São Paulo, Brazil; Bogoyavlenskiy, D., Institute of Demography, National Research University, Moscow, Russian Federation","Homicide booms and busts are long-term phenomena that can best be studied with comparative historical methods. They cannot easily be explained by enduring socioeconomic inequalities because these persist during boom and bust periods alike. Historical changes that may help to lower homicide rates in the long run sometimes cause homicide booms in the short term. Modern policing methods have helped to end homicide booms without first resolving underlying social problems, but this may be possible only when the conditions are propitious. © 2013 SAGE Publications.","comparative; historical; methodology; structural causes; trends",,,,,,,,10887679,,,"English","Homocide Stud.",Article,Scopus,2-s2.0-84872010244
"Bogomolov F., Kulikov V.S.","On the irreducibility of Hilbert scheme of surfaces of minimal degree",2013,"Central European Journal of Mathematics","11","2",,"254","263",,1,10.2478/s11533-012-0130-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870390535&doi=10.2478%2fs11533-012-0130-7&partnerID=40&md5=0786877908c34825309a517d78c7cd25","Courant Institute of Mathematical Sciences, 251 Mercer St., NY, NY, 10012, United States; Laboratory of Algebraic Geometry, National Research University Higher School of Economics, Vavilova Str. 7, Moscow, 117312, Russian Federation; Steklov Mathematical Institute, Gubkina Str. 8, Moscow, 119991, Russian Federation","Bogomolov, F., Courant Institute of Mathematical Sciences, 251 Mercer St., NY, NY, 10012, United States, Laboratory of Algebraic Geometry, National Research University Higher School of Economics, Vavilova Str. 7, Moscow, 117312, Russian Federation; Kulikov, V.S., Laboratory of Algebraic Geometry, National Research University Higher School of Economics, Vavilova Str. 7, Moscow, 117312, Russian Federation, Steklov Mathematical Institute, Gubkina Str. 8, Moscow, 119991, Russian Federation","The article contains a new proof that the Hilbert scheme of irreducible surfaces of degree m in ℙ m+1 is irreducible except m = 4. In the case m = 4 the Hilbert scheme consists of two irreducible components explicitly described in the article. The main idea of our approach is to use the proof of Chisini conjecture [Kulikov Vik. S., On Chisini's conjecture II, Izv. Math., 2008, 72(5), 901-913 (in Russian)] for coverings of projective plane branched in a special class of rational curves. © 2012 Versita Warsaw and Springer-Verlag Wien.","Hilbert scheme; Irreducible projective algebraic surfaces of minimal degree",,,,,,,,18951074,,,"English","Cent. Eur. J. Math.",Article,Scopus,2-s2.0-84870390535
