Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Sapir J.","Oil and gas in the capitals",2003,"World Oil","224","7",,"21","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037768702&partnerID=40&md5=d18dbee207dd1fd7e70ac651556a638f","Department of Economics, EHESS, Paris, France; Higher School of Economics, Moscow, Russian Federation","Sapir, J., Department of Economics, EHESS, Paris, France, Higher School of Economics, Moscow, Russian Federation","A review on oil and gas in Russia in the post-Iraqi war context was presented. Russian oil market was expected to expand with great investment, but information about real field situations is scarce and often misleading. Gas giant, Gazprom is trying to expand its market share.",,"Crude petroleum; Investments; Marketing; Natural gas; Public policy; Strategic planning; Oil market; Energy resources",,,,,,,00438790,,WOOIA,"English","World Oil",Review,Scopus,2-s2.0-0037768702
"Fomichova O.S., Fomichov V.A.","A new paradigm for constructing children-oriented Web-sites of art museums",2003,"Educational Technology and Society","6","3",,"24","29",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042545018&partnerID=40&md5=9433164a2063e56b070e3329afc59c7f","Stud. Culture, Ecol., For. Languages, Moscow Children Teenagers Pal. C., Kossygin str. 17, 119991 Moscow, Russian Federation; Dept. Math. Methods Prog. Info. P., Faculty of Applied Mathematics, Moscow State Inst. Electronics Math., B.Tryochsvyatitelsky 1-3/12, 109028 Moscow, Russian Federation","Fomichova, O.S., Stud. Culture, Ecol., For. Languages, Moscow Children Teenagers Pal. C., Kossygin str. 17, 119991 Moscow, Russian Federation; Fomichov, V.A., Dept. Math. Methods Prog. Info. P., Faculty of Applied Mathematics, Moscow State Inst. Electronics Math., B.Tryochsvyatitelsky 1-3/12, 109028 Moscow, Russian Federation","The paper describes the central ideas of a new approach to creating Web-sites of art museums; it is proposed to take into account the peculiarities of the child's cognitive-emotional sphere for constructing children-oriented Web-sites of art museums. The idea is that usual Web-sites are created to inform the users, to display the treasures, to show the gems of the collections in order to attract the attention of the audience. The way information is provided is based on the expected background of the possible users and on possible motivation. In case of children, everything is different: information acquisition is to be based on strong interest. It means that the child should be struck by the vision, then be emotionally touched and have enough time for establishing links between the images already existing in his/her conceptual picture of the world and new, just found images. In respond, the child will positively or negatively react to the acquired piece of information and inscribe his/her interpretation of the new found vision into his/her conceptual system, including his/her estimation of the vision. The significance of such Web-sites for creating cognitive foundations of sustainable development and the role of natural language interfaces are discussed.","Art Museum; Children-oriented Web-site; Natural language interface; Semantic representation; Sustainable development",,,,,,,,14364522,,,"English","Educational Technology and Society",Article,Scopus,2-s2.0-3042545018
"Belov V.V., Dobrokhotov S.Yu., Maksimov V.A.","Explicit formulas for generalized action-angle variables in a neighborhood of an isotropic torus and their application",2003,"Theoretical and Mathematical Physics","135","3",,"765","791",,6,10.1023/A:1024022718890,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038541944&doi=10.1023%2fA%3a1024022718890&partnerID=40&md5=5c56824e8a8c1dde54f77361bce531f9","Moscow Stt. Inst. Electron./Math., Moscow, Russian Federation; Institute for Problems in Mechanics, RAS, Moscow, Russian Federation","Belov, V.V., Moscow Stt. Inst. Electron./Math., Moscow, Russian Federation; Dobrokhotov, S.Yu., Institute for Problems in Mechanics, RAS, Moscow, Russian Federation; Maksimov, V.A., Moscow Stt. Inst. Electron./Math., Moscow, Russian Federation","Different versions of the Darboux-Weinstein theorem guarantee the existence of action-angle-type variables and the harmonic-oscillator variables in a neighborhood of Isotropic tori in the phase space. The procedure for constructing these variables is reduced to solving a rather complicated system of partial differential equations. We show that this system can be integrated in quadratures, which permits reducing the problem of constructing these variables to solving a system of quadratic equations. We discuss several applications of this purely geometric fact in problems of classical and quantum mechanics.","Action-angle variables; Isotropic tori; Semiclassical asymptotic approximations",,,,,,,,00405779,,,"English","Theor. Math. Phys.",Article,Scopus,2-s2.0-0038541944
"Arutyunov P.A.","Fractal analysis of digital systems: The structure and properties of the scale factor",2003,"Russian Microelectronics","32","3",,"178","181",,,10.1023/A:1023969921982,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3543116195&doi=10.1023%2fA%3a1023969921982&partnerID=40&md5=ec20a5700370130688c46eb16687ee5a","Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","Arutyunov, P.A., Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","The structure and properties of the scale factor are explored. This might serve as a complementary characteristic to Hausdorff dimension in the fractal analysis of digital systems. The scale factor helps one reveal self-similarity in patterns of points and number sets created by partitioning a line segment of unit length with the aid of natural numbers. A resultant number set is related to musical notes. A variable pattern of numbers that are powers of 2 or 3 is discovered in a generalized finite sequence of natural numbers. The powers are shown to generate more sophisticated self-similar number sets.",,"Approximation theory; Crystal lattices; Fractals; Mathematical models; Number theory; Set theory; Digital systems; Hausdroff dimensions; Scale factors; Microelectronics",,,,,,,10637397,,,"English","Russ. Microelectr.",Article,Scopus,2-s2.0-3543116195
"Tabaldyev S.B.","Noninjectivity of the Predual Bimodule of the Measure Algebra for Infinite Discrete Groups",2003,"Mathematical Notes","73","5-6",,"690","696",,1,10.1023/A:1024016906227,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347124914&doi=10.1023%2fA%3a1024016906227&partnerID=40&md5=41e426f9e757af2cc01d94859bfdc9d3","Moscow Stt. Inst. of Electron./Math., Russian Federation","Tabaldyev, S.B., Moscow Stt. Inst. of Electron./Math., Russian Federation","In this paper, it is proved that the predual bimodule of the measure algebra of an infinite discrete group is not injective despite the fact that the measure algebra of an amenable group is amenable in the sense of Connes. Thus the well-known result of Khelemskii (claiming that, for a von Neumann algebra, Connes-amenability is equivalent to the condition that the predual bimodule is injective) cannot be extended to measure algebras. Moreover, for a discrete amenable group, we give a simple formula for a normal virtual diagonal of the measure algebra. It is shown that a certain canonical bimodule over the measure algebra is not normal.","Amenable Banach algebra; Connes-amenability; Injective bimodule; Locally compact group; Measure algebra",,,,,,,,00014346,,,"English","Math. Notes",Article,Scopus,2-s2.0-0347124914
"Orochko Yu.B.","Impenetrability condition for a degenerate point of a one-term symmetric differential operator of even order",2003,"Sbornik Mathematics","194","5-6",,"745","774",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142118610&partnerID=40&md5=15ac31d2329e2393fbe35bd001bd4ff8","Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","Orochko, Yu.B., Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","Let a(x) isin; C∞[0, h] and b(x) ∈ C ∞[-h, 0], h &gt; 0, be real functions not vanishing on their definition intervals. For fixed p &gt; 0 and q &gt; 0 one considers the differential expressions sp+[f](x) = (-1) n(xp a(x)f(n))(n)(x), s q-[f](x) = (-1)n((-x)qb(x)f (n))(n)(x) of arbitrary even order 2n degenerate at the point x = 0. Let Hp+ and Hq- be the minimal symmetric operators induced by sp+[f](x) and sq-[f](x) in the Hilbert spaces L2(0, h) and L2(-h, 0), respectively. 'Sewing together' the differential expressions sp+[f](x) and sq-[f](x) at x = 0 one obtains a new differential expression spq[f](x), x ∈ [-h, h], which is degenerate at the same point, an interior point of [-h, h]. Under certain constraints on p and q the differential expression s pq[f](x) gives rise to a minimal symmetric operator Hpq in L2 (-h, h) which is a symmetric extension of the orthogonal sum Hq- ⊕ Hp+. The point x = 0 is called in this paper an interior barrier for spq[f](x). Conditions ensuring the equality HPq = Hq ⊕ Hp are found. It is natural to call an interior barrier an impenetrable interior interface if this equality holds and it is a penetrable interior interface if it fails. The main result of this paper is as follows: the point x = 0 is an impenetrable interior interface if p,q ≥ 2n - ≥ 1/2, and this condition is best possible in a certain sense.",,,,,,,,,10645616,,,"English","Sb. Math.",Article,Scopus,2-s2.0-0142118610
"Maslov V.P., V'yugin V.V.","Variational problems for additive loss functions and Kolmogorov complexity",2003,"Doklady Mathematics","67","3",,"404","407",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042158648&partnerID=40&md5=37fd905d2ef6b1726fa152f609c0a497","Moscow State University, Leninskiegory, Moscow 119992, Russian Federation; Moscow Stt. Inst. of Electron./Math., Bol'shoi Vuzovskii per. 3/12, Moscow 109028, Russian Federation; Inst. for Info. Transmiss. Problems, Russian Academy of Sciences, Bol'shoi Karetnyi per. 19, Moscow 101447, Russian Federation","Maslov, V.P., Moscow State University, Leninskiegory, Moscow 119992, Russian Federation, Moscow Stt. Inst. of Electron./Math., Bol'shoi Vuzovskii per. 3/12, Moscow 109028, Russian Federation; V'yugin, V.V., Inst. for Info. Transmiss. Problems, Russian Academy of Sciences, Bol'shoi Karetnyi per. 19, Moscow 101447, Russian Federation",[краткое описание не найдено],,,,,,,,,10645624,,,"English","Dokl. Math.",Article,Scopus,2-s2.0-0042158648
"Sadovnichii D.N., Khatipov S.A., Tyutnev A.P., Militsyn Yu.A.","Radiation-Induced Conductivity of Plasticized Flexible-Chain Polymers",2003,"High Energy Chemistry","37","3",,"157","161",,,10.1023/A:1024195118850,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347285315&doi=10.1023%2fA%3a1024195118850&partnerID=40&md5=8783dda0773a50d667d02715bb441aa9","Soyuz Fed. Ctr. of Dual Technologies, Sovetskaya ul. 6, Dzerzhinskii, Moscow Oblast, 140090, Russian Federation; Karpov Inst. of Physical Chemistry, Russian Federal Research Center, ul. Vorontsovo pole 10, Moscow, 103064, Russian Federation; Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow, 109028, Russian Federation","Sadovnichii, D.N., Soyuz Fed. Ctr. of Dual Technologies, Sovetskaya ul. 6, Dzerzhinskii, Moscow Oblast, 140090, Russian Federation; Khatipov, S.A., Karpov Inst. of Physical Chemistry, Russian Federal Research Center, ul. Vorontsovo pole 10, Moscow, 103064, Russian Federation; Tyutnev, A.P., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow, 109028, Russian Federation; Militsyn, Yu.A., Soyuz Fed. Ctr. of Dual Technologies, Sovetskaya ul. 6, Dzerzhinskii, Moscow Oblast, 140090, Russian Federation","The radiation-induced conductivity of cured and transformer-oil extended polybutadiene and polyisoprene rubbers was studied. It was shown that the extender ratio and degree of cure of a polymer system have a much greater effect on the radiation conductivity than the addition of donor-acceptor dopants trapping mobile charge carriers. It was concluded that the molecular mobility is the major factor determining the electron transport properties of the systems of interest.",,"1,3 butadiene; isoprene; oil; plasticizer; polymer; rubber; article; electric conductivity; electron transport; ionizing radiation; molecular mechanics",,,,,,,00181439,,HIECA,"English","High Energy Chem.",Article,Scopus,2-s2.0-0347285315
"Ilyichenkova Z.V., Ivanova S.M.","Identification of dynamic object parameters",2003,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","502","2-3",,"535","536",,,10.1016/S0168-9002(03)00493-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037881809&doi=10.1016%2fS0168-9002%2803%2900493-5&partnerID=40&md5=e2ba02e4011433f49de1231773788278","Moscow Stt. Inst. of Electron./Math., Bolshoy Trehsviatitelsky Lane 3/12, 109028 Moscow, Russian Federation","Ilyichenkova, Z.V., Moscow Stt. Inst. of Electron./Math., Bolshoy Trehsviatitelsky Lane 3/12, 109028 Moscow, Russian Federation; Ivanova, S.M., Moscow Stt. Inst. of Electron./Math., Bolshoy Trehsviatitelsky Lane 3/12, 109028 Moscow, Russian Federation","Adaptive algorithms for optimal identification of a restoration system are described, which permit correcting the coordinates of a linear dynamic system from a restricted set of observable coordinates in the presence of noise. The algorithms are based on the neural network's method. The estimations obtained converge to the optimal ones in the sense of the minimum mean square deviation from the exact value. © 2003 Elsevier Science B.V. All rights reserved.",,"Adaptive algorithms; Constraint theory; Linear systems; Robotics; Spurious signal noise; Linear dynamic systems; Electronic document identification systems",,,"ACAT 2002","24 June 2002 through 28 June 2002","Moscow",60960,01689002,,NIMAE,"English","Nucl Instrum Methods Phys Res Sect A",Conference Paper,Scopus,2-s2.0-0037881809
"Bondarenko G.G., Andreev V.V., Maslovsky V.M., Stolyarov A.A., Drach V.E.","Plasma and injection modification of the gate dielectric in MOS structures",2003,"Thin Solid Films","427","1-2",,"377","380",,10,10.1016/S0040-6090(02)01146-X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037416531&doi=10.1016%2fS0040-6090%2802%2901146-X&partnerID=40&md5=4075d599480c57dd6560bcd044358771","Moscow Stt. Inst. of Electron./Math., Technical University, 12 Malaya Pionerskaya, Moscow 113054, Russian Federation; Bauman Moscow Stt. Tech. University, Kaluga Branch, 4 Bazhenov St., Kaluga 248600, Russian Federation; Zelenograd Res. Inst. Phys. Problems, Moscow 103460, Russian Federation","Bondarenko, G.G., Moscow Stt. Inst. of Electron./Math., Technical University, 12 Malaya Pionerskaya, Moscow 113054, Russian Federation; Andreev, V.V., Bauman Moscow Stt. Tech. University, Kaluga Branch, 4 Bazhenov St., Kaluga 248600, Russian Federation; Maslovsky, V.M., Zelenograd Res. Inst. Phys. Problems, Moscow 103460, Russian Federation; Stolyarov, A.A., Bauman Moscow Stt. Tech. University, Kaluga Branch, 4 Bazhenov St., Kaluga 248600, Russian Federation; Drach, V.E., Bauman Moscow Stt. Tech. University, Kaluga Branch, 4 Bazhenov St., Kaluga 248600, Russian Federation","It has been shown that both RF plasma and plasma-jet treatments led to the creation of electron traps in the bulk of SiO2 film. As a result, it is possible to increase the breakdown voltage of a metal-oxide-semiconductor (MOS) structure when the breakdown probability is significantly decreased. It has been found that injection treatment of MOS structures with thermal SiO2 film allows control of the statistical distribution of charge defects, and thus the mean charge injected into the dielectric to breakdown is increased. The modification of MOS devices having a gate dielectric of SiO2/phosphosilicate glass by Fowler-Nordheim (FN) electron injection taking place in high-fields was also studied. Constant-current FN electron injection from the silicon substrate and the metal electrode was used to modify the charge state of the MOS structure. © 2002 Elsevier Science B.V. All rights reserved.","High field; Injection; Metal-oxide-semiconductor (MOS) structure; Plasma treatment","Electric breakdown; Electron traps; Electron tunneling; Gates (transistor); Plasma jets; Silica; Thin films; Threshold voltage; Plasma treatment; MOS devices",,,"E-MRS, K","18 June 2003 through 21 June 2003","Strasbourg",60898,00406090,,THSFA,"English","Thin Solid Films",Conference Paper,Scopus,2-s2.0-0037416531
"Kundina Yu.F., Tyutnev A.P., Saenko V.S., Shakhbazov S.Yu., Pozhidaev E.D.","Radiation-Induced Injection Currents in Polymer Layers Exposed to Radiation on Their Outer Side",2003,"High Energy Chemistry","37","2",,"83","88",,,10.1023/A:1022832315078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346655162&doi=10.1023%2fA%3a1022832315078&partnerID=40&md5=dc6c219bb39e3ab2ffea7b99377ed50f","Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation","Kundina, Yu.F., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation; Tyutnev, A.P., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation; Saenko, V.S., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation; Shakhbazov, S.Yu., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation; Pozhidaev, E.D., Moscow State Inst. Electronics Math., Trekhsvyatitel'skii per. 3/12, Moscow 109028, Russian Federation","Radiation-induced currents in polymer layers exposed to radiation on their outer side were theoretically analyzed under conditions when the role of secondary emission processes in establishing steady-state charging regimes is very insignificant (the potential of the open surface does not exceed one tenth of electron beam energy). The cases of both electron and hole conductivity of polymers were considered. The determining role of the frequency factor for the events of thermal detrapping of charge carriers in the choice of a model for describing the phenomenon in question was revealed. Previously published data on the issue are discussed and partly criticized.",,"polymer; article; conductance; electron beam; energy; injection; radiation exposure; steady state; surface property; temperature; theoretical study",,,,,,,00181439,,HIECA,"English","High Energy Chem.",Article,Scopus,2-s2.0-0346655162
"Bondarenko G.G., Yakunkin M.M.","Effect of high-energy electron irradiation on the diffusion permeability of an interphase interface in the Mo-Ni system",2003,"Russian Metallurgy (Metally)","2003","2",,"159","162",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748508445&partnerID=40&md5=17eb7fe3054b07b74521eb33e836a85c","Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation","Bondarenko, G.G., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation; Yakunkin, M.M., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation","The effect of electron irradiation on the equilibrium concentrations at an interphase interface in two-layer Mo-Ni samples is considered experimentally and theoretically. One of the causes of this effect is a change in the diffusion permeability of the interface during irradiation. Copyright © 2003 by MAIK ""Nauka/Interperiodica"".",,,,,,,,,00360295,,,"English","Russ. Metall. (Metally)",Article,Scopus,2-s2.0-33748508445
"Serdobolskii V.I.","Estimators shrinkage to reduce the quadratic risk",2003,"Doklady Mathematics","67","2",,"196","202",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038471196&partnerID=40&md5=a1219db7df269766037fc5e3ecdc3bbc","Moscow Stt. Inst. of Electron./Math., Technical University, Bol'shoi Vuzovskii per. 3/12, Moscow 109028, Russian Federation","Serdobolskii, V.I., Moscow Stt. Inst. of Electron./Math., Technical University, Bol'shoi Vuzovskii per. 3/12, Moscow 109028, Russian Federation",[краткое описание не найдено],,,,,,,,,10645624,,,"English","Dokl. Math.",Article,Scopus,2-s2.0-0038471196
"Lysenko A.P.","Impulse-current generation by the bispin: Factors determining the peak current",2003,"Russian Microelectronics","32","2",,"82","87",,2,10.1023/A:1022695817069,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3543113909&doi=10.1023%2fA%3a1022695817069&partnerID=40&md5=009893f73fa96ac382df6dea0787abb1","Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","Lysenko, A.P., Moscow Stt. Inst. of Electron./Math., Moscow, Russian Federation","A study of the bispin is presented. The bispin is a semiconductor device that can convert incident light into a relaxation self-sustaining oscillation of electric current in the form of sharply peaked impulses, thus making both a photodetector and an electrical-pulse generator. Factors determining the peak current in different regimes of oscillation are investigated.",,"Electric conductivity; Electric space charge; Energy conversion; Photocurrents; Photodetectors; Pulse generators; Relaxation processes; Semiconductor device testing; Bias voltages; Bispin; Light-to-current conversion; Transistors",,,,,,,10637397,,,"English","Russ. Microelectr.",Article,Scopus,2-s2.0-3543113909
"Maslov V.P.","Two-level model of a weakly nonideal bose-gas: Phase transitions in a metastable (superfluid) state",2003,"Doklady Mathematics","67","2",,"279","280",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038132097&partnerID=40&md5=5d0a40b3175589edff98d22f9996060a","Moscow Stt. Inst. of Electron./Math., Technical University, Bol'shoi Trekhsvyatitel'skii P. 3/12, Moscow, 109028, Russian Federation","Maslov, V.P., Moscow Stt. Inst. of Electron./Math., Technical University, Bol'shoi Trekhsvyatitel'skii P. 3/12, Moscow, 109028, Russian Federation",[краткое описание не найдено],,,,,,,,,10645624,,,"English","Dokl. Math.",Article,Scopus,2-s2.0-0038132097
"Bondarenko G.G., Kristya V.I., Prasitskii V.V., Fisher M.R.","Transfer of the mass of tungsten electrodes in high-pressure mercury discharge lamps",2003,"Russian Metallurgy (Metally)","2003","2",,"155","158",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748513293&partnerID=40&md5=db72d05827b07958c48a7cde99811729","Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation","Bondarenko, G.G., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation; Kristya, V.I., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation; Prasitskii, V.V., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation; Fisher, M.R., Moscow Institute of Electronics and Mathematics (Technical University), Research Institute of Promising Materials and Technologies (MIEM), Moscow, Russian Federation","A model for the transfer of a material evaporated from electrodes in the discharge volume of a high-pressure gas discharge lamp is constructed. The flux density of the evaporated material depositing onto the walls of the discharge bulb and the end of an electrode base is calculated. The effect of the redeposition of the evaporated material on the emission properties of the base surface is experimentally studied. Copyright © 2003 by MAIK ""Nauka/Interperiodica"".",,,,,,,,,00360295,,,"English","Russ. Metall. (Metally)",Article,Scopus,2-s2.0-33748513293
"Votinov S.N., Bondarenko G.G., Dedyurin A.I., Borovitskaya I.V.","Corrosion resistance of vanadium alloys in lithium upon neutron irradiation",2003,"Russian Metallurgy (Metally)","2003","2",,"150","154",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748570446&partnerID=40&md5=383cc541b1212db28abeb66b34283a8d","Bochvar All-Russia Research Institute of Inorganic Materials, ul. Rogova 5, Moscow, 123060, Russian Federation; Moscow State Institute of Electronics and Mathematics (Technical University), Moscow, Russian Federation; Baikov Institute of Metallurgy and Materials Science, Russian Academy of Sciences, Leninskii pr. 49, Moscow, 117334, Russian Federation","Votinov, S.N., Bochvar All-Russia Research Institute of Inorganic Materials, ul. Rogova 5, Moscow, 123060, Russian Federation; Bondarenko, G.G., Moscow State Institute of Electronics and Mathematics (Technical University), Moscow, Russian Federation; Dedyurin, A.I., Baikov Institute of Metallurgy and Materials Science, Russian Academy of Sciences, Leninskii pr. 49, Moscow, 117334, Russian Federation; Borovitskaya, I.V., Baikov Institute of Metallurgy and Materials Science, Russian Academy of Sciences, Leninskii pr. 49, Moscow, 117334, Russian Federation","The corrosion resistance of aluminothermic vanadium and vanadium-based binary (with 10 and 35 at. % Ti) and ternary (V-Ti-Cr) alloys in lithium is studied upon neutron irradiation. Samples of the alloys sealed in lithium-filled ampules are irradiated with fast neutrons to a fluence of 1023 cm-2 at 350-830°C in a BOR-60 reactor. It is found that the concentration of interstitial impurities (oxygen and carbon) at the surface of vanadium alloys upon irradiation is higher than that in the alloys studied under static conditions. When the vanadium alloys operate under irradiation and attack by lithium used as a heat-transfer medium, a high contamination of the surface layers in the alloys with interstitial impurities and their effect on the physical and mechanical properties of the alloys it should be taken into account. Copyright © 2003 by MAIK ""Nauka/Interperiodica"".",,,,,,,,,00360295,,,"English","Russ. Metall. (Metally)",Article,Scopus,2-s2.0-33748570446
"Korotayev A.V.","Unilineal descent organization and deep christianization: A cross-cultural comparison",2003,"Cross-Cultural Research","37","1",,"133","157",,9,10.1177/1069397102238925,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037279159&doi=10.1177%2f1069397102238925&partnerID=40&md5=99ec79ed6b4f9debdc1d136fc18ca451","State University, Higher School of Economics, Moscow, Russian Federation","Korotayev, A.V., State University, Higher School of Economics, Moscow, Russian Federation","The author studies variables that are usually regarded as the main causes of the decline of unilineal descent organization (statehood, class stratification and commercialization), along with a variable that has never been regarded as such a cause - deep Christianization. He finds that the traditionally accepted causes of the decline of unilineal descent organization are less significant (ρ = -.26 for the statehood; ρ = -.18 for class stratification, and ρ = -.23 for commercialization) than deep Christianization (φ = ρ = -.7). He also shows that the presence of unilineal descent groups correlates negatively with communal democracy and is especially strong for complex traditional societies (φ = -.49; γ=-.84). Because the communal democracy correlates positively with the supracommunal one, the Christianization of Europe might have contributed to the development of modern democracy by helping to destroy unilineal descent organization in this region.","Christianity; Political evolution; Social evolution; State; Unilineal descent",,,,,,,,10693971,,,"English","Cross-Cult. Res.",Article,Scopus,2-s2.0-0037279159
"Ternov A.I., Éminov P.A.","Radiative decay of the massive neutrino in magnetized plasma",2003,"Journal of Physics G: Nuclear and Particle Physics","29","2",,"357","369",,5,10.1088/0954-3899/29/2/312,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242298692&doi=10.1088%2f0954-3899%2f29%2f2%2f312&partnerID=40&md5=13672b33c1331717862709bf646aeb4a","Department of Theoretical Physics, Moscow Inst. for Phys./Technology, Dolgoprudny 141700, Russian Federation; Department of Physics, Moscow Stt. Inst. Electron./Math., Bol'shoi Trekhsvyatitel'skii 3/12, Moscow 109028, Russian Federation","Ternov, A.I., Department of Theoretical Physics, Moscow Inst. for Phys./Technology, Dolgoprudny 141700, Russian Federation; Éminov, P.A., Department of Physics, Moscow Stt. Inst. Electron./Math., Bol'shoi Trekhsvyatitel'skii 3/12, Moscow 109028, Russian Federation","Within the framework of one-loop approximation of the standard model, the probability of radiative decay of the massive Dirac neutrino νi → νj + γ in a dense medium was calculated in an intensive, external, constant magnetic field. It was found that in the case of a degenerate electron gas (important for astrophysical applications), the decay rate essentially increases due to the influence of an ultrastrong magnetic field.",,,,,,,,,09543899,,,"English","J. Phys. G Nucl. Part. Phys.",Article,Scopus,2-s2.0-0242298692
"Korotayev A.V., Cardinale J.","Status of women, female contribution to subsistence, and monopolization of information: Further cross-cultural comparisons",2003,"Cross-Cultural Research","37","1",,"87","104",,3,10.1177/1069397102238923,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037279599&doi=10.1177%2f1069397102238923&partnerID=40&md5=5f6a9fb89cb5a4501912e361afdcba55","Stt. Univ. Higher Sch. of Economics, Moscow, Russian Federation; Department of Anthropology, Stt. Univ. of New York-New Paltz, New Paltz, NY, United States","Korotayev, A.V., Stt. Univ. Higher Sch. of Economics, Moscow, Russian Federation; Cardinale, J., Department of Anthropology, Stt. Univ. of New York-New Paltz, New Paltz, NY, United States","Although the statement that female status correlates negatively with cultural complexity is generally true, the real relation between these two groups of variables is much more complicated. Some important female status variables are characterized by significant positive correlation with cultural complexity within its certain ranges. There are some grounds for attributing this correlation to the rise of female status brought about by the transition to agriculture. On the other hand, contrary to the currently prevalent view, female contribution should be regarded as a significant positive predictor of some important dimensions of female status. The absence of significant correlation between cultural complexity and monopolization of information among societies of low midrange complexity (8-15 on Murdoch's scale) can be connected to the rise of female status with the transition to agriculture.","Cultural evolution; Female status; Gender",,,,,,,,10693971,,,"English","Cross-Cult. Res.",Article,Scopus,2-s2.0-0037279599
